生徒数,訪問数,説明会,電話,A資料,B資料,C資料,販促品,エリア,販売数
4,3,0,0,1,1,1,1,東,0
15,5,0,0,1,1,3,2,東,2
4,2,0,0,3,3,3,1,東,0
3,2,0,0,9,9,9,0,東,0
19,17,0,0,3,3,3,1,東,0
8,13,0,0,2,2,2,1,東,0
4,5,0,0,2,2,2,1,東,0
1,6,0,0,2,9,9,1,東,0
1,3,0,0,9,9,9,0,東,0
13,8,0,0,1,1,2,1,東,0
17,8,0,0,1,2,2,1,東,0
7,8,0,0,1,1,3,1,東,0
21,8,0,0,1,1,3,1,東,0
13,9,0,0,1,1,2,1,東,5
9,7,0,0,2,2,2,1,東,1
10,6,0,0,3,3,3,0,東,0
15,4,0,0,1,1,3,0,東,13
5,9,0,0,1,1,9,0,東,3
8,12,0,0,3,2,3,3,東,0
12,0,0,0,9,9,9,0,東,0
9,3,0,0,3,3,3,3,東,0
6,7,0,0,3,3,3,3,東,1
6,3,0,0,3,3,3,3,東,0
7,9,0,0,2,2,9,1,東,11
9,11,0,0,2,2,9,1,東,9
0,15,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,2
14,0,0,0,9,9,9,0,東,3
21,4,0,0,1,1,1,2,東,6
2,0,0,0,9,9,9,0,東,1
8,2,0,0,9,9,9,0,東,0
7,0,0,0,9,9,9,0,東,0
7,2,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
11,8,0,0,1,1,1,1,東,3
11,16,0,0,1,2,2,3,東,1
4,22,0,0,1,2,2,3,東,2
5,5,0,0,1,1,2,2,東,0
0,0,0,0,9,9,9,0,東,2
6,13,0,0,9,9,9,0,東,5
6,5,0,0,9,9,9,0,東,2
0,0,0,0,9,9,9,0,東,0
6,0,0,0,9,9,9,0,東,1
60,10,0,0,1,2,2,2,東,0
8,10,0,0,1,2,2,2,東,17
6,4,0,0,9,9,9,0,東,0
4,5,0,0,1,1,3,3,東,3
0,0,0,0,9,9,9,0,東,1
0,0,0,0,9,9,9,0,東,0
4,11,0,0,9,9,9,0,東,1
5,12,0,0,9,9,9,0,東,1
4,12,0,0,9,9,9,0,東,0
6,14,0,0,9,9,9,0,東,0
6,12,0,0,9,9,9,0,東,0
6,10,0,0,9,9,9,0,東,0
5,4,0,0,9,9,9,1,東,4
0,0,0,0,9,9,9,0,東,0
10,6,0,0,9,2,9,2,東,2
0,0,0,0,9,9,9,0,東,1
2,4,0,0,1,1,1,3,東,0
9,5,0,0,1,9,9,1,東,4
5,1,0,0,3,3,3,1,東,4
3,6,0,0,1,1,1,3,東,7
7,0,0,0,9,9,9,0,東,0
3,7,0,0,1,2,2,1,東,2
3,7,0,0,3,3,3,0,東,0
3,4,0,0,1,1,1,0,東,0
2,3,0,0,1,1,1,0,東,0
1,4,0,0,1,1,1,0,東,0
2,4,0,0,1,1,1,1,東,0
1,6,0,0,9,9,9,0,東,5
6,14,0,0,1,1,1,3,東,4
4,11,0,0,1,1,1,3,東,0
2,0,0,0,9,9,9,0,東,2
1,0,0,0,9,9,9,0,東,0
2,3,0,0,1,1,3,2,東,1
14,14,0,0,1,1,3,2,東,6
2,0,0,0,3,9,9,1,東,0
28,0,0,0,9,9,9,0,東,2
9,11,0,0,2,2,2,1,東,10
3,2,0,0,9,9,9,0,東,5
2,6,0,0,9,9,9,0,東,0
11,0,0,0,9,9,9,0,東,3
12,0,0,0,9,9,9,0,東,2
2,0,0,0,9,9,9,1,東,0
3,1,0,0,3,3,3,1,東,0
0,0,0,0,9,9,9,0,東,0
2,3,0,0,9,9,9,0,東,0
7,12,0,0,9,9,9,0,東,3
7,13,0,0,1,1,1,3,東,6
0,0,0,0,9,9,9,0,東,0
2,7,0,0,1,9,9,0,東,3
15,6,0,0,2,1,2,1,東,0
2,11,0,0,2,1,2,1,東,6
1,3,0,0,1,1,9,1,東,0
0,0,0,0,9,9,9,0,東,1
4,7,0,0,2,3,3,0,東,6
2,2,0,0,1,1,1,1,東,3
0,5,0,0,2,2,9,0,東,0
5,7,0,0,3,3,2,2,東,0
9,0,0,0,9,9,9,0,東,0
14,5,0,0,9,1,9,0,東,0
5,4,0,0,1,1,9,1,東,1
1,6,0,0,1,1,1,1,東,0
4,7,0,0,9,9,9,2,東,0
4,0,0,0,9,9,9,0,東,1
7,0,0,0,9,9,9,0,東,1
4,0,0,0,9,9,9,0,東,0
14,16,0,0,9,9,9,2,東,2
5,3,0,0,2,2,2,1,東,0
7,18,0,0,2,2,2,2,東,6
13,5,0,0,2,2,2,1,東,9
1,9,0,0,2,2,2,1,東,1
4,4,0,0,2,2,2,1,東,0
9,5,0,0,2,2,2,1,東,10
13,10,0,0,2,2,2,1,東,1
9,20,0,0,2,2,2,2,東,6
9,4,0,0,2,2,2,1,東,9
14,7,0,0,2,2,2,1,東,3
3,11,0,0,1,1,3,3,東,2
1,0,0,0,9,9,9,0,東,0
6,5,0,0,9,1,9,3,東,0
1,0,0,0,9,9,9,0,東,0
6,0,0,0,9,9,9,0,東,1
17,10,0,0,1,1,1,2,東,1
29,7,0,0,1,1,2,1,東,1
4,7,0,0,1,1,2,1,東,0
30,4,0,0,1,1,2,1,東,16
2,0,0,0,3,3,3,1,東,3
1,3,0,0,3,3,3,1,東,0
1,7,0,0,3,3,3,1,東,0
28,11,0,0,2,2,2,1,東,14
2,3,0,0,2,2,2,2,東,0
6,12,0,0,1,1,9,1,東,0
9,8,0,0,1,1,1,2,東,0
15,5,0,0,9,9,9,0,東,0
1,2,0,0,9,9,9,0,東,0
14,16,0,0,9,9,9,0,東,0
14,5,0,0,9,9,9,0,東,4
6,5,0,0,9,9,9,0,東,2
9,12,0,0,9,9,9,1,東,7
8,1,0,0,1,9,9,1,東,0
4,8,0,0,2,3,9,1,東,9
6,13,0,0,2,2,1,1,東,1
6,12,0,0,9,9,1,1,東,0
6,0,0,0,9,9,9,0,東,1
5,5,0,0,2,2,2,2,東,0
8,8,0,0,2,2,2,2,東,0
9,10,0,0,1,1,2,2,東,0
0,3,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
2,3,0,0,1,1,9,0,東,4
3,1,0,0,1,1,9,0,東,0
1,1,0,0,1,1,9,0,東,0
4,6,0,0,2,2,2,0,東,9
5,12,0,0,1,1,1,1,東,3
2,3,0,0,1,1,3,2,東,0
4,4,0,0,2,2,2,1,東,0
4,7,0,0,1,1,2,1,東,10
3,4,0,0,2,2,9,1,東,0
4,10,0,0,1,2,2,1,東,6
2,0,0,0,9,9,9,0,東,0
4,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
5,8,0,0,9,9,9,1,東,0
6,9,0,0,2,2,2,0,東,0
14,10,0,0,2,2,2,0,東,0
1,4,0,0,3,1,3,3,東,0
3,4,0,0,1,3,3,3,東,0
3,1,0,0,9,9,9,0,東,0
2,6,0,0,9,9,9,0,東,0
6,5,0,0,1,9,9,0,東,0
9,10,0,0,1,9,9,0,東,7
4,2,0,0,1,1,3,1,東,0
6,2,0,0,1,1,3,1,東,1
3,4,0,0,1,1,1,1,東,0
4,8,0,0,1,1,1,1,東,4
5,9,0,0,1,1,9,1,東,0
2,7,0,0,1,1,9,1,東,0
13,6,0,0,1,1,2,2,東,4
13,4,0,0,1,1,2,2,東,10
4,9,0,0,1,1,2,2,東,13
0,0,0,0,9,9,9,0,東,1
7,6,0,0,1,1,2,3,東,6
2,4,0,0,1,1,9,3,東,6
13,6,0,0,1,1,2,2,東,8
13,7,0,0,2,2,2,0,東,1
6,12,0,0,2,2,2,0,東,3
7,0,0,0,9,9,9,0,東,0
15,6,0,0,1,1,3,1,東,2
59,5,0,0,1,1,3,1,東,2
13,3,0,0,1,1,3,1,東,1
8,2,0,0,1,9,9,1,東,0
29,0,0,0,9,9,9,0,東,4
1,3,0,0,1,9,9,1,東,0
1,4,0,0,1,9,9,1,東,1
3,4,0,0,1,9,9,1,東,0
1,3,0,0,1,9,1,1,東,0
3,2,0,0,1,9,9,1,東,0
1,2,0,0,2,2,2,2,東,0
4,1,0,0,9,9,9,0,東,0
6,4,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,2
6,2,0,0,9,9,9,0,東,1
3,1,0,0,9,9,9,0,東,6
14,5,0,0,9,9,9,0,東,0
22,5,0,0,9,9,9,0,東,0
30,4,0,0,2,2,2,0,東,0
15,4,0,0,9,9,9,0,東,0
13,4,0,0,9,9,9,0,東,0
14,4,0,0,1,1,2,3,東,1
14,3,0,0,1,1,2,3,東,2
2,0,0,0,2,2,2,1,東,0
0,3,0,0,9,9,9,0,東,2
30,0,0,0,9,9,9,0,東,1
1,20,0,0,1,1,1,2,東,0
3,19,0,0,1,1,1,2,東,0
0,0,0,0,9,9,9,0,東,0
59,24,0,0,1,1,1,2,東,0
6,0,0,0,9,9,9,0,東,4
3,19,0,0,1,1,1,2,東,0
2,19,0,0,1,1,1,2,東,0
15,0,0,0,9,9,9,0,東,4
29,19,0,0,1,1,1,2,東,0
2,19,0,0,1,1,1,2,東,2
1,19,0,0,1,1,1,2,東,0
2,22,0,0,1,1,1,2,東,0
5,18,0,0,1,1,1,1,東,0
6,18,0,0,1,1,1,1,東,0
3,5,0,0,2,2,2,1,東,0
3,9,0,0,2,2,2,1,東,0
2,4,0,0,1,1,1,1,東,0
2,8,0,0,1,2,2,1,東,0
4,0,0,0,9,9,9,0,東,0
2,20,0,0,1,1,1,2,東,0
7,13,0,0,2,2,2,1,東,2
0,6,0,0,2,2,2,1,東,21
0,5,0,0,2,2,2,0,東,0
3,0,0,0,2,2,2,1,東,0
4,8,0,0,3,2,9,2,東,3
2,8,0,0,2,2,9,1,東,2
14,7,0,0,1,1,2,3,東,3
7,7,0,0,1,1,2,3,東,5
60,2,0,0,9,9,9,0,東,0
28,2,0,0,9,9,9,0,東,1
59,4,0,0,1,3,3,1,東,6
30,1,0,0,9,9,9,0,東,1
9,2,0,0,9,9,9,0,東,0
0,1,0,0,9,9,9,0,東,1
0,1,0,0,9,9,9,0,東,0
0,1,0,0,9,9,9,0,東,0
0,1,0,0,9,9,9,0,東,1
5,3,0,0,9,9,9,1,東,1
7,0,0,0,9,9,9,0,東,0
7,0,0,0,9,9,9,0,東,0
6,10,0,0,9,2,2,2,東,0
9,2,0,0,3,3,9,0,東,0
9,2,0,0,3,3,9,0,東,0
8,0,0,0,9,9,9,0,東,0
9,0,0,0,9,9,9,0,東,0
5,0,0,0,9,9,9,0,東,6
1,6,0,0,2,1,1,1,東,0
4,3,0,0,1,9,9,0,東,0
3,0,0,0,9,9,9,0,東,1
4,9,0,0,1,1,2,2,東,4
2,7,0,0,1,1,2,2,東,0
11,9,0,0,1,1,3,2,東,4
7,11,0,0,1,1,3,2,東,0
3,8,0,0,1,1,2,2,東,0
1,10,0,0,1,1,3,2,東,0
9,10,0,0,1,1,3,2,東,0
3,3,0,0,1,1,1,1,東,0
6,12,0,0,9,9,9,0,東,2
4,10,0,0,9,9,9,0,東,8
4,0,0,0,9,9,9,0,東,0
15,34,0,0,2,9,9,1,東,4
5,14,0,0,2,9,9,0,東,0
5,0,0,0,9,9,9,0,東,0
8,0,0,0,9,9,9,0,東,0
7,5,0,0,2,2,3,1,東,4
7,1,0,0,2,2,9,0,東,0
2,3,0,0,2,2,9,1,東,0
6,6,0,0,3,3,3,0,東,0
9,1,0,0,3,3,3,3,東,1
6,3,0,0,1,1,1,2,東,0
13,9,0,0,1,3,3,2,東,0
15,6,0,0,1,3,3,2,東,0
11,10,0,0,2,2,2,1,東,12
16,10,0,0,2,2,9,1,東,9
11,9,0,0,2,2,2,1,東,7
29,8,0,0,1,2,2,1,東,0
4,3,0,0,2,2,9,0,東,1
6,6,0,0,9,3,9,0,東,0
2,6,0,0,1,1,2,3,東,0
4,7,0,0,1,1,2,3,東,0
4,6,0,0,1,1,2,3,東,0
3,8,0,0,1,1,2,3,東,1
13,0,0,0,9,9,9,0,東,0
14,0,0,0,9,9,9,0,東,2
1,0,0,0,9,9,9,0,東,0
1,3,0,0,9,9,9,0,東,0
6,6,0,0,9,9,9,0,東,0
2,2,0,0,2,2,2,1,東,0
16,1,0,0,2,2,2,1,東,6
3,5,0,0,2,2,2,3,東,2
5,9,0,0,9,9,9,0,東,0
8,8,0,0,3,3,3,2,東,5
8,4,0,0,9,9,2,0,東,0
5,4,0,0,2,9,9,0,東,0
6,9,0,0,2,2,2,3,東,0
28,8,0,0,2,2,2,1,東,5
1,2,0,0,9,9,9,0,東,0
8,0,0,0,9,9,9,0,東,2
9,0,0,0,9,9,9,0,東,0
6,1,0,0,2,2,9,0,東,5
8,0,0,0,9,9,9,0,東,3
2,1,0,0,1,1,2,2,東,0
6,0,0,0,9,9,9,0,東,3
11,8,0,0,1,1,2,2,東,2
1,1,0,0,1,1,2,2,東,0
3,7,0,0,1,1,2,2,東,0
8,6,0,0,1,1,9,2,東,1
9,0,0,0,9,9,9,0,東,2
3,4,0,0,9,1,1,2,東,0
9,8,0,0,2,2,2,0,東,0
4,6,0,0,1,1,3,0,東,0
4,5,0,0,2,2,9,1,東,0
2,6,0,0,2,2,2,1,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
8,11,0,0,1,9,9,0,東,6
13,9,0,0,1,9,9,0,東,2
15,8,0,0,1,9,9,1,東,0
15,14,0,0,3,3,3,1,東,0
0,0,0,0,9,9,9,0,東,3
2,5,0,0,9,9,9,1,東,0
1,12,0,0,9,9,9,0,東,2
7,13,0,0,1,1,1,1,東,5
4,13,0,0,1,1,1,1,東,5
7,4,0,0,9,9,9,1,東,0
3,2,0,0,2,2,2,2,東,0
11,2,0,0,2,3,3,1,東,8
15,13,0,0,2,3,3,1,東,8
1,3,0,0,1,9,9,0,東,0
5,3,0,0,1,9,9,0,東,0
4,6,0,0,1,9,9,0,東,0
11,19,0,0,1,2,3,2,東,2
0,0,0,0,9,9,9,0,東,3
2,3,0,0,9,9,9,2,東,0
9,9,0,0,1,2,2,2,東,0
30,12,0,0,1,2,2,2,東,5
13,0,0,0,1,3,3,1,東,0
29,1,0,0,1,3,2,1,東,5
5,9,0,0,1,2,2,2,東,0
28,10,0,0,1,2,2,2,東,1
5,11,0,0,2,2,2,1,東,6
13,7,0,0,1,3,3,1,東,0
7,8,0,0,3,3,3,1,東,0
15,10,0,0,1,3,3,1,東,0
30,1,0,0,1,3,3,1,東,3
13,3,0,0,9,9,9,0,東,0
3,4,0,0,2,2,2,1,東,6
1,5,0,0,2,3,3,1,東,1
15,2,0,0,1,1,3,1,東,1
4,9,0,0,3,3,3,0,東,4
2,3,0,0,1,1,2,1,東,2
1,8,0,0,9,2,9,1,東,0
12,9,0,0,9,2,9,1,東,0
59,0,0,0,9,9,9,0,東,17
8,15,0,0,1,1,2,1,東,19
29,0,0,0,9,9,9,0,東,26
4,8,0,0,9,9,9,0,東,4
6,1,0,0,3,3,3,0,東,0
2,10,0,0,1,1,2,1,東,0
2,14,0,0,1,1,2,1,東,0
2,14,0,0,1,1,2,1,東,0
1,7,0,0,3,3,3,0,東,0
14,5,0,0,2,2,9,1,東,0
15,4,0,0,2,2,3,1,東,3
3,8,0,0,2,2,9,1,東,3
12,6,0,0,2,2,9,1,東,7
1,6,0,0,2,2,9,0,東,1
2,6,0,0,9,9,9,0,東,0
2,6,0,0,9,9,9,0,東,0
14,9,0,0,9,9,9,0,東,2
4,8,0,0,9,9,9,0,東,5
5,8,0,0,9,9,9,0,東,5
0,0,0,0,9,9,9,0,東,0
1,3,0,0,3,1,3,0,東,0
14,3,0,0,9,9,9,0,東,0
5,6,0,0,1,1,1,1,東,4
11,1,0,0,9,9,9,0,東,0
2,6,0,0,1,1,2,2,東,0
6,0,0,0,9,9,9,0,東,3
8,6,0,0,1,1,2,3,東,2
7,7,0,0,9,9,9,0,東,2
0,0,0,0,9,9,9,0,東,0
1,2,0,0,1,1,9,0,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,2
5,0,0,0,1,3,9,0,東,0
1,1,0,0,2,2,9,0,東,0
2,2,0,0,2,2,9,0,東,0
0,0,0,0,9,9,9,0,東,0
9,17,0,0,1,2,2,1,東,0
6,6,0,0,1,1,3,0,東,6
12,9,0,0,1,1,9,0,東,5
0,0,0,0,9,9,9,0,東,2
30,9,0,0,2,2,2,1,東,0
16,10,0,0,2,2,2,1,東,0
4,5,0,0,1,1,9,3,東,3
14,4,0,0,1,1,9,2,東,4
9,5,0,0,1,1,1,2,東,16
1,3,0,0,9,9,9,3,東,0
1,14,0,0,1,1,9,3,東,3
2,0,0,0,9,9,9,0,東,0
3,0,0,0,9,9,9,0,東,0
9,6,0,0,1,1,1,2,東,0
5,0,0,0,9,9,9,0,東,6
5,5,0,0,1,1,1,1,東,0
3,5,0,0,2,3,3,2,東,0
4,12,0,0,3,3,3,2,東,7
5,15,0,0,1,9,3,3,東,2
12,15,0,0,1,1,3,2,東,11
4,14,0,0,2,9,3,2,東,2
0,0,0,0,9,9,9,0,東,2
58,17,0,0,1,3,3,2,東,7
0,2,0,0,2,9,9,2,東,0
0,2,0,0,2,3,3,2,東,1
0,0,0,0,9,9,9,0,東,0
2,12,0,0,1,9,9,2,東,0
13,15,0,0,3,1,3,2,東,9
6,2,0,0,9,9,9,0,東,5
5,1,0,0,9,9,9,0,東,2
6,3,0,0,9,9,9,0,東,5
8,1,0,0,9,9,9,0,東,3
0,0,0,0,1,1,2,2,東,0
0,0,0,0,2,2,2,2,東,0
0,0,0,0,2,2,2,2,東,0
0,0,0,0,2,2,2,2,東,0
6,6,0,0,1,1,2,2,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
5,3,0,0,2,2,2,2,東,0
28,8,0,0,1,2,2,1,東,12
0,1,0,0,9,9,9,0,東,0
29,7,0,0,2,2,2,3,東,17
4,4,0,0,2,2,2,1,東,0
9,4,0,0,1,1,1,1,東,3
8,5,0,0,2,2,3,1,東,0
4,4,0,0,2,9,9,1,東,0
5,11,0,0,9,9,9,0,東,2
5,4,0,0,1,1,3,3,東,8
3,7,0,0,9,9,9,0,東,0
4,7,0,0,2,2,2,3,東,0
1,4,0,0,2,2,2,3,東,0
15,0,0,0,3,3,3,3,東,4
6,9,0,0,2,2,2,1,東,0
4,16,0,0,2,2,2,1,東,5
2,11,0,0,2,2,2,1,東,0
4,11,0,0,2,2,2,2,東,9
4,12,0,0,9,9,9,1,東,5
8,20,0,0,9,9,9,0,東,2
10,10,0,0,3,3,3,1,東,0
0,1,0,0,9,9,9,0,東,0
5,6,0,0,9,9,9,0,東,2
28,36,0,0,1,1,1,2,東,5
3,0,0,0,9,9,9,0,東,4
1,3,0,0,2,2,2,1,東,0
7,12,0,0,1,1,2,2,東,11
2,7,0,0,1,1,9,1,東,0
13,9,0,0,1,1,9,2,東,4
9,2,0,0,2,2,9,1,東,0
5,1,0,0,3,3,3,0,東,2
3,8,0,0,2,1,2,1,東,0
4,7,0,0,2,9,9,0,東,5
4,5,0,0,2,9,9,1,東,1
4,4,0,0,1,1,3,2,東,4
8,5,0,0,1,2,2,1,東,3
2,3,0,0,2,2,2,1,東,0
8,7,0,0,1,1,2,2,東,9
5,6,0,0,1,1,9,1,東,0
29,15,0,0,1,1,1,3,東,5
12,17,0,0,1,1,1,3,東,4
0,0,0,0,9,9,9,0,東,0
12,13,0,0,1,1,1,3,東,0
0,8,0,0,1,1,1,2,東,1
6,11,0,0,9,9,9,0,東,0
8,15,0,0,1,1,1,1,東,11
23,10,0,0,1,1,1,1,東,0
7,5,0,0,2,2,2,1,東,0
6,5,0,0,1,2,9,1,東,0
6,9,0,0,1,2,2,1,東,5
4,8,0,0,1,1,3,3,東,7
4,11,0,0,1,1,1,3,東,0
7,8,0,0,1,1,1,3,東,11
13,1,0,0,9,9,9,0,東,3
6,6,0,0,3,3,3,0,東,0
5,17,0,0,3,3,3,1,東,1
13,5,0,0,2,2,2,1,東,0
2,10,0,0,1,1,2,1,東,0
3,5,0,0,3,3,3,1,東,0
4,0,0,0,9,9,9,0,東,0
9,13,0,0,1,1,2,1,東,13
1,3,0,0,9,9,9,0,東,0
29,5,0,0,1,1,9,1,東,5
0,0,0,0,9,9,9,0,東,2
8,18,0,0,1,1,1,1,東,5
2,0,0,0,9,9,9,0,東,0
2,0,0,0,9,9,9,0,東,0
2,11,0,0,1,1,1,1,東,0
0,2,0,0,2,3,3,2,東,0
11,18,0,0,2,9,3,2,東,2
1,7,0,0,1,1,3,1,東,0
2,7,0,0,1,1,3,1,東,0
9,3,0,0,9,9,9,0,東,7
2,4,0,0,9,9,9,0,東,0
4,2,0,0,9,9,9,0,東,7
10,0,0,0,9,9,9,0,東,3
1,16,0,0,2,2,2,1,東,0
3,19,0,0,2,2,2,1,東,0
5,19,0,0,9,9,9,0,東,0
3,17,0,0,9,9,9,0,東,0
5,1,0,0,3,3,3,0,東,4
3,2,0,0,2,2,9,0,東,2
5,10,0,0,2,2,2,1,東,6
15,12,0,0,2,2,9,2,東,0
5,8,0,0,2,2,9,2,東,6
14,20,0,0,2,2,2,3,東,0
15,14,0,0,1,1,1,0,東,11
15,6,0,0,1,9,9,0,東,0
6,10,0,0,1,9,9,0,東,2
13,8,0,0,1,9,9,0,東,0
15,0,0,0,1,1,9,0,東,0
3,3,0,0,1,1,1,2,東,0
0,0,0,0,9,9,9,0,東,0
13,9,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
3,10,0,0,1,9,9,1,東,7
1,11,0,0,1,9,9,1,東,0
7,4,0,0,9,9,9,0,東,0
1,1,0,0,9,2,9,1,東,5
1,2,0,0,9,9,9,1,東,4
15,8,0,0,1,1,1,2,東,2
5,3,0,0,2,2,2,1,東,0
4,1,0,0,2,2,2,0,東,0
4,7,0,0,1,1,1,1,東,0
13,7,0,0,1,2,2,2,東,4
4,4,0,0,1,1,1,1,東,0
5,15,0,0,2,2,9,3,東,0
17,18,0,0,2,2,2,3,東,0
6,6,0,0,2,2,2,1,東,1
1,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
15,0,0,0,9,9,9,0,東,4
1,1,0,0,9,9,9,1,東,0
16,6,0,0,9,9,9,0,東,3
6,8,0,0,9,9,9,0,東,2
2,12,0,0,1,1,9,2,東,0
7,8,0,0,1,1,9,1,東,2
13,17,0,0,1,1,2,2,東,5
13,18,0,0,1,1,2,2,東,5
1,6,0,0,1,1,9,2,東,0
8,15,0,0,1,1,2,2,東,6
1,14,0,0,1,1,9,2,東,0
2,14,0,0,1,1,2,2,東,5
2,11,0,0,1,1,9,2,東,0
14,1,0,0,1,9,9,1,東,0
2,4,0,0,1,3,1,2,東,1
2,3,0,0,9,9,9,0,東,3
10,0,0,0,9,9,9,0,東,4
1,20,0,0,1,1,1,2,東,0
2,0,0,0,9,9,9,0,東,0
3,0,0,0,9,9,9,0,東,0
24,2,0,0,1,1,9,1,東,1
0,0,0,0,1,1,9,1,東,1
29,6,0,0,1,1,9,1,東,3
9,5,0,0,1,9,9,1,東,1
4,3,0,0,2,2,3,1,東,0
8,6,0,0,3,3,3,1,東,0
14,0,0,0,9,9,9,0,東,2
0,0,0,0,9,9,9,0,東,8
0,0,0,0,9,9,9,0,東,5
2,1,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
7,5,0,0,9,9,9,0,東,0
1,6,0,0,2,2,2,3,東,0
5,9,0,0,2,2,9,1,東,5
14,0,0,0,9,9,9,0,東,8
6,6,0,0,3,3,3,0,東,0
9,17,0,0,2,2,2,1,東,1
9,17,0,0,2,2,2,1,東,10
2,4,0,0,1,1,9,1,東,0
13,18,0,0,1,1,2,1,東,1
0,2,0,0,3,9,3,2,東,0
3,6,0,0,2,9,9,2,東,0
14,20,0,0,1,1,3,1,東,4
15,0,0,0,9,9,9,0,東,6
5,16,0,0,2,1,2,1,東,4
9,10,0,0,1,1,1,1,東,0
7,8,0,0,1,1,1,1,東,0
14,9,0,0,2,1,2,1,東,6
5,10,0,0,2,2,1,1,東,7
5,4,0,0,3,3,3,0,東,0
4,6,0,0,1,2,2,1,東,3
5,4,0,0,1,2,2,1,東,3
9,2,0,0,1,2,2,1,東,1
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
5,0,0,0,9,9,9,0,東,0
15,6,0,0,1,1,1,1,東,0
6,10,0,0,1,1,3,0,東,2
28,11,0,0,1,1,1,2,東,6
3,13,0,0,1,1,2,1,東,1
3,4,0,0,9,9,9,0,東,5
6,6,0,0,9,9,9,0,東,7
28,7,0,0,1,2,2,1,東,7
14,13,0,0,2,2,2,0,東,2
15,1,0,0,9,9,9,0,東,12
14,2,0,0,9,9,9,0,東,0
9,2,0,0,1,1,1,1,東,5
7,2,0,0,1,1,1,1,東,4
14,9,0,0,1,1,2,3,東,6
18,7,0,0,1,2,2,2,東,10
6,9,0,0,1,1,9,1,東,2
13,20,0,0,2,2,2,3,東,1
15,8,0,0,3,3,3,3,東,1
29,8,0,0,3,3,3,2,東,0
9,8,0,0,3,2,3,3,東,0
1,5,0,0,3,3,3,3,東,0
15,15,0,0,1,1,2,2,東,9
6,2,0,0,1,1,1,1,東,0
1,2,0,0,2,2,2,1,東,0
2,0,0,0,9,9,9,1,東,0
5,5,0,0,9,9,9,1,東,0
4,11,0,0,1,3,3,1,東,0
5,15,0,0,1,2,2,1,東,4
6,8,0,0,1,3,3,1,東,2
3,5,0,0,9,9,9,1,東,0
13,0,0,0,9,9,9,0,東,4
8,3,0,0,9,9,9,1,東,1
2,8,0,0,1,9,9,1,東,3
0,1,0,0,1,1,2,2,東,3
5,12,0,0,1,1,2,2,東,0
0,0,0,0,9,9,9,0,東,0
8,13,0,0,2,2,2,2,東,5
6,1,0,0,2,2,2,2,東,0
13,0,0,0,9,9,9,0,東,6
0,0,0,0,9,9,9,0,東,0
1,0,0,0,1,1,9,1,東,0
14,13,0,0,1,1,2,3,東,21
1,8,0,0,1,1,9,1,東,0
7,10,0,0,3,3,3,1,東,0
1,4,0,0,9,9,9,1,東,0
1,2,0,0,1,1,9,0,東,0
9,4,0,0,2,2,2,1,東,0
2,1,0,0,2,2,9,1,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
6,6,0,0,9,9,9,0,東,0
7,16,0,0,2,2,2,1,東,6
0,1,0,0,9,9,9,0,東,0
16,19,0,0,2,2,2,3,東,10
7,4,0,0,2,2,2,3,東,6
1,6,0,0,2,2,9,1,東,0
7,2,0,0,9,2,2,1,東,0
5,16,0,0,2,2,9,3,東,6
8,11,0,0,3,3,3,1,東,0
0,0,0,0,3,3,3,1,東,0
8,3,0,0,2,2,2,1,東,0
8,3,0,0,2,2,2,1,東,0
0,10,0,0,1,1,9,0,東,0
5,3,0,0,9,9,9,0,東,2
29,0,0,0,9,9,9,0,東,3
11,0,0,0,9,9,9,0,東,0
9,8,0,0,2,2,2,1,東,12
7,7,0,0,2,2,3,1,東,2
3,6,0,0,2,2,2,1,東,0
1,1,0,0,9,9,9,0,東,0
2,5,0,0,9,9,9,0,東,0
2,0,0,0,9,9,9,0,東,2
1,0,0,0,9,9,9,0,東,4
3,5,0,0,2,2,2,0,東,0
9,3,0,0,3,2,1,2,東,0
6,6,0,0,2,1,2,1,東,0
2,4,0,0,2,1,2,1,東,0
0,7,0,0,9,9,9,0,東,0
0,4,0,0,9,9,9,0,東,0
29,8,0,0,2,2,9,1,東,0
1,5,0,0,1,1,3,1,東,2
2,5,0,0,9,9,9,0,東,0
3,4,0,0,3,1,3,1,東,3
59,8,0,0,1,1,1,2,東,5
7,6,0,0,3,2,2,0,東,0
